,text,position,name,last,events,dateString,collapsed,checked
0,"<p>New funding applications are referred to one of Pharmac's Funding Application Advisors (FAAs), who'll review the application to ensure they have the relevant information to undertake a preliminary analysis.&nbsp; They may seek more information if required.</p>
<p><a class=""external-link"" href=""https://www.pharmac.govt.nz/medicines/how-medicines-are-funded/new-funding-applications/"" rel=""nofollow"">https://www.pharmac.govt.nz/medicines/how-medicines-are-funded/new-funding-applications/</a></p>",0,Application Received,False,"[{'Summary': {'s': 'Created a community application following several Extraordinary Circumstance applications for these products.', 'fs': 'Created a community application following several Extraordinary Circumstance applications for these products.', 'change': None}, 'Published_Recommendation': {'s': None, 'fs': None, 'change': None}, 'Published_Discussion': {'s': None, 'fs': None, 'change': None}, 'Published_Application': {'s': None, 'fs': None, 'change': None}, 'PTAC_Comments': {'s': None, 'fs': None, 'change': None}, 'Outcome': {'s': None, 'fs': None, 'change': None}, 'Links': {'s': None, 'fs': None, 'change': None}, 'Formatted_Date': {'s': 'May 2010', 'fs': 'May 2010', 'change': None}, 'Event_Description': {'s': 'Application received', 'fs': 'Application received', 'change': None}, 'e': {'attributes': {'type': 'Application_Event__c', 'url': '/services/data/v65.0/sobjects/Application_Event__c/a0P2P0000070wiBUAQ'}, 'Id': 'a0P2P0000070wiBUAQ', 'Event_Date__c': '2010-05-12', 'Event_Description__c': 'Application received', 'Stage__c': 'Application Received', 'Summary__c': 'Created a community application following several Extraordinary Circumstance applications for these products.', 'Formatted_Date__c': 'May 2010', 'Status_History__c': 'a132P000000ApaaQAC'}, 'change': None}]",May 2010,False,True
1,"<p>Pharmac is identifying and gathering information required to get clinical advice.  The <a class=""external-link"" href=""https://pharmac.govt.nz/about/expert-advice/pharmacology-and-therapeutics-advisory-committee-ptac/"" rel=""nofollow"">Pharmacology and Therapeutics Advisory Committee (PTAC)</a>  meets quarterly. There are also around 20 expert <a class=""external-link"" href=""https://pharmac.govt.nz/about/expert-advice/specialist-advisory-committees/"" rel=""nofollow"">Specialist Advisory Committees (SACs)</a>, previously expert Subcommittees, which provide clinical evaluations in specialist areas. Specialist Advisory Committees meet as required to discuss issues referred to them by PTAC or Pharmac.</p>
<p style=""height: 20px"">&nbsp;</p>
<p>In November 2021, we introduced separate terms of reference for the SACs to make clear that these committees have different, but complementary, roles, expertise and perspectives to PTAC.</p>
<p style=""height: 15px"">&nbsp;</p>
<p>PTAC and SACs may make recommendations to Pharmac that differ from each other when looking at the same evidence. Pharmac considers the recommendations provided by all our clinical advisory committees when assessing applications.</p>
<p style=""height: 20px"">&nbsp;</p>
<p><a class=""external-link"" href=""https://pharmac.govt.nz/about/expert-advice/pharmacology-and-therapeutics-advisory-committee-ptac/ptac-terms-of-reference-july-2021/"" rel=""nofollow"">PTAC</a>  and <a class=""external-link"" href=""https://pharmac.govt.nz/about/expert-advice/specialist-advisory-committees/specialist-advisory-committee-terms-of-reference//"" rel=""nofollow"">Specialist Advisory Committees</a> records of the meeting will be published on this website in accordance with the Terms of Reference.</p>",1,Seeking Clinical Advice,False,"[{'Summary': {'s': None, 'fs': None, 'change': None}, 'Published_Recommendation': {'s': None, 'fs': None, 'change': None}, 'Published_Discussion': {'s': None, 'fs': None, 'change': None}, 'Published_Application': {'s': None, 'fs': None, 'change': None}, 'PTAC_Comments': {'s': None, 'fs': None, 'change': None}, 'Outcome': {'s': 'Medium to High', 'fs': 'Medium to High', 'change': None}, 'Links': {'s': '<a href=""https://www.pharmac.govt.nz/assets/ptac-ophthalmology-subcommittee-minutes-2010-05.pdf"" target=""_blank"">Ophthalmology Subcommittee minutes</a>', 'fs': '<a href=""https://www.pharmac.govt.nz/assets/ptac-ophthalmology-subcommittee-minutes-2010-05.pdf"" target=""_blank"">Ophthalmology Subcommittee minutes</a>', 'change': None}, 'Formatted_Date': {'s': 'May 2010', 'fs': 'May 2010', 'change': None}, 'Event_Description': {'s': 'Clinical advice received from Ophthalmology Subcommittee at meeting Friday 14 May 2010.', 'fs': 'Clinical advice received from Ophthalmology Subcommittee at meeting Friday 14 May 2010.', 'change': None}, 'e': {'attributes': {'type': 'Application_Event__c', 'url': '/services/data/v65.0/sobjects/Application_Event__c/a0P2P0000070wiCUAQ'}, 'Id': 'a0P2P0000070wiCUAQ', 'Event_Date__c': '2010-05-14', 'Event_Description__c': 'Clinical advice received from Ophthalmology Subcommittee at meeting Friday 14 May 2010.', 'Stage__c': 'Seeking Clinical Advice', 'Links__c': '<a href=""https://www.pharmac.govt.nz/assets/ptac-ophthalmology-subcommittee-minutes-2010-05.pdf"" target=""_blank"">Ophthalmology Subcommittee minutes</a>', 'Outcome__c': 'Medium to High', 'Formatted_Date__c': 'May 2010', 'Status_History__c': 'a132P000000ApacQAC'}, 'change': None}, {'Summary': {'s': None, 'fs': None, 'change': None}, 'Published_Recommendation': {'s': None, 'fs': None, 'change': None}, 'Published_Discussion': {'s': None, 'fs': None, 'change': None}, 'Published_Application': {'s': None, 'fs': None, 'change': None}, 'PTAC_Comments': {'s': None, 'fs': None, 'change': None}, 'Outcome': {'s': 'Medium to High', 'fs': 'Medium to High', 'change': None}, 'Links': {'s': '<a href=""https://www.pharmac.govt.nz/assets/ptac-minutes-2010-08.pdf"" target=""_blank"">PTAC minutes</a>', 'fs': '<a href=""https://www.pharmac.govt.nz/assets/ptac-minutes-2010-08.pdf"" target=""_blank"">PTAC minutes</a>', 'change': None}, 'Formatted_Date': {'s': 'Aug 2010', 'fs': 'Aug 2010', 'change': None}, 'Event_Description': {'s': 'Clinical advice received from Pharmacology and Therapeutics Advisory Committee (PTAC) at meeting Thursday 5 August 2010.', 'fs': 'Clinical advice received from Pharmacology and Therapeutics Advisory Committee (PTAC) at meeting Thursday 5 August 2010.', 'change': None}, 'e': {'attributes': {'type': 'Application_Event__c', 'url': '/services/data/v65.0/sobjects/Application_Event__c/a0P2P0000070wiDUAQ'}, 'Id': 'a0P2P0000070wiDUAQ', 'Event_Date__c': '2010-08-05', 'Event_Description__c': 'Clinical advice received from Pharmacology and Therapeutics Advisory Committee (PTAC) at meeting Thursday 5 August 2010.', 'Stage__c': 'Seeking Clinical Advice', 'Links__c': '<a href=""https://www.pharmac.govt.nz/assets/ptac-minutes-2010-08.pdf"" target=""_blank"">PTAC minutes</a>', 'Outcome__c': 'Medium to High', 'Formatted_Date__c': 'Aug 2010', 'Status_History__c': 'a132P000000ApdmQAC'}, 'change': None}, {'Summary': {'s': 'The Subcommittee noted that ciclosporin 0.2% eye ointment and ciclosporin eye drops (0.05%, single dose) are not widely used in DHB hospitals, but recommended that they be included in a national PML.    The Subcommittee recommended that the prescribing of ciclosporin eye ointment and eye drops be subject to recommendation by an ophthalmologist.', 'fs': 'The Subcommittee noted that ciclosporin 0.2% eye ointment and ciclosporin eye drops (0.05%, single dose) are not widely used in DHB hospitals, but recommended that they be included in a national PML.    The Subcommittee recommended that the prescribing of ciclosporin eye ointment and eye drops be subject to recommendation by an ophthalmologist.', 'change': None}, 'Published_Recommendation': {'s': None, 'fs': None, 'change': None}, 'Published_Discussion': {'s': None, 'fs': None, 'change': None}, 'Published_Application': {'s': None, 'fs': None, 'change': None}, 'PTAC_Comments': {'s': None, 'fs': None, 'change': None}, 'Outcome': {'s': 'Recommended for funding with no priority', 'fs': 'Recommended for funding with no priority', 'change': None}, 'Links': {'s': '<a href=""https://www.pharmac.govt.nz/assets/ptac-sensory-organs-group-minutes-2012-09.pdf"" target=""_blank"">Hospital Pharmaceuticals Subcommittee minutes</a>', 'fs': '<a href=""https://www.pharmac.govt.nz/assets/ptac-sensory-organs-group-minutes-2012-09.pdf"" target=""_blank"">Hospital Pharmaceuticals Subcommittee minutes</a>', 'change': None}, 'Formatted_Date': {'s': 'Jul 2011', 'fs': 'Jul 2011', 'change': None}, 'Event_Description': {'s': 'Clinical advice received from Hospital Pharmaceuticals Subcommittee at meeting Tuesday 5 July 2011.', 'fs': 'Clinical advice received from Hospital Pharmaceuticals Subcommittee at meeting Tuesday 5 July 2011.', 'change': None}, 'e': {'attributes': {'type': 'Application_Event__c', 'url': '/services/data/v65.0/sobjects/Application_Event__c/a0P2P0000070wiEUAQ'}, 'Id': 'a0P2P0000070wiEUAQ', 'Event_Date__c': '2011-07-05', 'Event_Description__c': 'Clinical advice received from Hospital Pharmaceuticals Subcommittee at meeting Tuesday 5 July 2011.', 'Stage__c': 'Seeking Clinical Advice', 'Links__c': '<a href=""https://www.pharmac.govt.nz/assets/ptac-sensory-organs-group-minutes-2012-09.pdf"" target=""_blank"">Hospital Pharmaceuticals Subcommittee minutes</a>', 'Outcome__c': 'Recommended for funding with no priority', 'Summary__c': 'The Subcommittee noted that ciclosporin 0.2% eye ointment and ciclosporin eye drops (0.05%, single dose) are not widely used in DHB hospitals, but recommended that they be included in a national PML.    The Subcommittee recommended that the prescribing of ciclosporin eye ointment and eye drops be subject to recommendation by an ophthalmologist.', 'Formatted_Date__c': 'Jul 2011', 'Status_History__c': 'a132P000000AprBQAS'}, 'change': None}, {'Summary': {'s': 'The Subcommittee noted that it had previously recommended that ciclosporin eye drops and ointment be included in a national PML, and noted that the Ophthalmology Subcommittee has recommended that this be a community-led funding decision.', 'fs': 'The Subcommittee noted that it had previously recommended that ciclosporin eye drops and ointment be included in a national PML, and noted that the Ophthalmology Subcommittee has recommended that this be a community-led funding decision.', 'change': None}, 'Published_Recommendation': {'s': None, 'fs': None, 'change': None}, 'Published_Discussion': {'s': None, 'fs': None, 'change': None}, 'Published_Application': {'s': None, 'fs': None, 'change': None}, 'PTAC_Comments': {'s': None, 'fs': None, 'change': None}, 'Outcome': {'s': 'No Formal Recommendation', 'fs': 'No Formal Recommendation', 'change': None}, 'Links': {'s': '<a href=""https://www.pharmac.govt.nz/assets/ptac-sensory-organs-group-minutes-2012-09.pdf "" target=""_blank"">Hospital Pharmaceuticals Subcommittee minutes</a>', 'fs': '<a href=""https://www.pharmac.govt.nz/assets/ptac-sensory-organs-group-minutes-2012-09.pdf "" target=""_blank"">Hospital Pharmaceuticals Subcommittee minutes</a>', 'change': None}, 'Formatted_Date': {'s': 'Mar 2012', 'fs': 'Mar 2012', 'change': None}, 'Event_Description': {'s': 'Clinical advice received from Hospital Pharmaceuticals Subcommittee at meeting Tuesday 6 March 2012.', 'fs': 'Clinical advice received from Hospital Pharmaceuticals Subcommittee at meeting Tuesday 6 March 2012.', 'change': None}, 'e': {'attributes': {'type': 'Application_Event__c', 'url': '/services/data/v65.0/sobjects/Application_Event__c/a0P2P0000070wiFUAQ'}, 'Id': 'a0P2P0000070wiFUAQ', 'Event_Date__c': '2012-03-06', 'Event_Description__c': 'Clinical advice received from Hospital Pharmaceuticals Subcommittee at meeting Tuesday 6 March 2012.', 'Stage__c': 'Seeking Clinical Advice', 'Links__c': '<a href=""https://www.pharmac.govt.nz/assets/ptac-sensory-organs-group-minutes-2012-09.pdf "" target=""_blank"">Hospital Pharmaceuticals Subcommittee minutes</a>', 'Outcome__c': 'No Formal Recommendation', 'Summary__c': 'The Subcommittee noted that it had previously recommended that ciclosporin eye drops and ointment be included in a national PML, and noted that the Ophthalmology Subcommittee has recommended that this be a community-led funding decision.', 'Formatted_Date__c': 'Mar 2012', 'Status_History__c': 'a132P000000ApzJQAS'}, 'change': None}, {'Summary': {'s': 'The Subcommittee considered that cyclosporin eye ointment 0.2% or eye drops 0.05% single dose preparations should be a community-led listing and recommended PHARMAC staff seek a listing when a product became registered.', 'fs': 'The Subcommittee considered that cyclosporin eye ointment 0.2% or eye drops 0.05% single dose preparations should be a community-led listing and recommended PHARMAC staff seek a listing when a product became registered.', 'change': None}, 'Published_Recommendation': {'s': None, 'fs': None, 'change': None}, 'Published_Discussion': {'s': None, 'fs': None, 'change': None}, 'Published_Application': {'s': None, 'fs': None, 'change': None}, 'PTAC_Comments': {'s': None, 'fs': None, 'change': None}, 'Outcome': {'s': 'No Formal Recommendation', 'fs': 'No Formal Recommendation', 'change': None}, 'Links': {'s': '<a href=""https://www.pharmac.govt.nz/assets/ptac-sensory-organs-group-minutes-2012-09.pdf "" target=""_blank"">Ophthalmology Subcommittee minutes</a>', 'fs': '<a href=""https://www.pharmac.govt.nz/assets/ptac-sensory-organs-group-minutes-2012-09.pdf "" target=""_blank"">Ophthalmology Subcommittee minutes</a>', 'change': None}, 'Formatted_Date': {'s': 'Mar 2012', 'fs': 'Mar 2012', 'change': None}, 'Event_Description': {'s': 'Clinical advice received from Ophthalmology Subcommittee at meeting Friday 9 March 2012.', 'fs': 'Clinical advice received from Ophthalmology Subcommittee at meeting Friday 9 March 2012.', 'change': None}, 'e': {'attributes': {'type': 'Application_Event__c', 'url': '/services/data/v65.0/sobjects/Application_Event__c/a0P2P0000070wiGUAQ'}, 'Id': 'a0P2P0000070wiGUAQ', 'Event_Date__c': '2012-03-09', 'Event_Description__c': 'Clinical advice received from Ophthalmology Subcommittee at meeting Friday 9 March 2012.', 'Stage__c': 'Seeking Clinical Advice', 'Links__c': '<a href=""https://www.pharmac.govt.nz/assets/ptac-sensory-organs-group-minutes-2012-09.pdf "" target=""_blank"">Ophthalmology Subcommittee minutes</a>', 'Outcome__c': 'No Formal Recommendation', 'Summary__c': 'The Subcommittee considered that cyclosporin eye ointment 0.2% or eye drops 0.05% single dose preparations should be a community-led listing and recommended PHARMAC staff seek a listing when a product became registered.', 'Formatted_Date__c': 'Mar 2012', 'Status_History__c': 'a132P000000ApzRQAS'}, 'change': None}, {'Summary': {'s': None, 'fs': None, 'change': None}, 'Published_Recommendation': {'s': None, 'fs': None, 'change': None}, 'Published_Discussion': {'s': None, 'fs': None, 'change': None}, 'Published_Application': {'s': None, 'fs': None, 'change': None}, 'PTAC_Comments': {'s': None, 'fs': None, 'change': None}, 'Outcome': {'s': 'No Formal Recommendation', 'fs': 'No Formal Recommendation', 'change': None}, 'Links': {'s': '<a href=""https://www.pharmac.govt.nz/assets/ptac-minutes-2012-05.pdf"" target=""_blank"">PTAC minutes</a>', 'fs': '<a href=""https://www.pharmac.govt.nz/assets/ptac-minutes-2012-05.pdf"" target=""_blank"">PTAC minutes</a>', 'change': None}, 'Formatted_Date': {'s': 'May 2012', 'fs': 'May 2012', 'change': None}, 'Event_Description': {'s': 'Clinical advice received from Pharmacology and Therapeutics Advisory Committee (PTAC) at meeting Thursday 10 May 2012.', 'fs': 'Clinical advice received from Pharmacology and Therapeutics Advisory Committee (PTAC) at meeting Thursday 10 May 2012.', 'change': None}, 'e': {'attributes': {'type': 'Application_Event__c', 'url': '/services/data/v65.0/sobjects/Application_Event__c/a0P2P0000070wiHUAQ'}, 'Id': 'a0P2P0000070wiHUAQ', 'Event_Date__c': '2012-05-10', 'Event_Description__c': 'Clinical advice received from Pharmacology and Therapeutics Advisory Committee (PTAC) at meeting Thursday 10 May 2012.', 'Stage__c': 'Seeking Clinical Advice', 'Links__c': '<a href=""https://www.pharmac.govt.nz/assets/ptac-minutes-2012-05.pdf"" target=""_blank"">PTAC minutes</a>', 'Outcome__c': 'No Formal Recommendation', 'Formatted_Date__c': 'May 2012', 'Status_History__c': 'a132P000000Aq2LQAS'}, 'change': None}, {'Summary': {'s': None, 'fs': None, 'change': None}, 'Published_Recommendation': {'s': None, 'fs': None, 'change': None}, 'Published_Discussion': {'s': None, 'fs': None, 'change': None}, 'Published_Application': {'s': None, 'fs': None, 'change': None}, 'PTAC_Comments': {'s': None, 'fs': None, 'change': None}, 'Outcome': {'s': None, 'fs': None, 'change': None}, 'Links': {'s': None, 'fs': None, 'change': None}, 'Formatted_Date': {'s': 'Jul 2013', 'fs': 'Jul 2013', 'change': None}, 'Event_Description': {'s': 'There is no Medsafe-registered product. PHARMAC may reconsider this proposal once a product is registered or a supplier approaches PHARMAC.', 'fs': 'There is no Medsafe-registered product. PHARMAC may reconsider this proposal once a product is registered or a supplier approaches PHARMAC.', 'change': None}, 'e': {'attributes': {'type': 'Application_Event__c', 'url': '/services/data/v65.0/sobjects/Application_Event__c/a0P2P0000070wiIUAQ'}, 'Id': 'a0P2P0000070wiIUAQ', 'Event_Date__c': '2013-07-01', 'Event_Description__c': 'There is no Medsafe-registered product. PHARMAC may reconsider this proposal once a product is registered or a supplier approaches PHARMAC.', 'Stage__c': 'Seeking Clinical Advice', 'Formatted_Date__c': 'Jul 2013', 'Status_History__c': 'a132P000000AqR9QAK'}, 'change': None}, {'Summary': {'s': None, 'fs': None, 'change': None}, 'Published_Recommendation': {'s': None, 'fs': None, 'change': None}, 'Published_Discussion': {'s': None, 'fs': None, 'change': None}, 'Published_Application': {'s': None, 'fs': None, 'change': None}, 'PTAC_Comments': {'s': None, 'fs': None, 'change': None}, 'Outcome': {'s': None, 'fs': None, 'change': None}, 'Links': {'s': None, 'fs': None, 'change': None}, 'Formatted_Date': {'s': 'Feb 2016', 'fs': 'Feb 2016', 'change': None}, 'Event_Description': {'s': 'Clinical advice required', 'fs': 'Clinical advice required', 'change': None}, 'e': {'attributes': {'type': 'Application_Event__c', 'url': '/services/data/v65.0/sobjects/Application_Event__c/a0P2P0000070wiJUAQ'}, 'Id': 'a0P2P0000070wiJUAQ', 'Event_Date__c': '2016-02-01', 'Event_Description__c': 'Clinical advice required', 'Stage__c': 'Seeking Clinical Advice', 'Formatted_Date__c': 'Feb 2016', 'Status_History__c': 'a132P000000Ar3zQAC'}, 'change': None}, {'Summary': {'s': '<p>Recommended that ciclosporin 0.05% eye preparation be funded for the treatment of vernal keratoconjunctivitis (VKC) atopic keratoconjunctivitis (AKC) and the treatment of dry eye disease, secondary to secretive dysfunction, responsive to steroid treatment. Full recommended Special Authority given in minutes.</p>', 'fs': '<p>Recommended that ciclosporin 0.05% eye preparation be funded for the treatment of vernal keratoconjunctivitis (VKC) atopic keratoconjunctivitis (AKC) and the treatment of dry eye disease, secondary to secretive dysfunction, responsive to steroid treatment. Full recommended Special Authority given in minutes.</p>', 'change': None}, 'Published_Recommendation': {'s': None, 'fs': None, 'change': None}, 'Published_Discussion': {'s': None, 'fs': None, 'change': None}, 'Published_Application': {'s': None, 'fs': None, 'change': None}, 'PTAC_Comments': {'s': None, 'fs': None, 'change': None}, 'Outcome': {'s': 'Medium', 'fs': 'Medium', 'change': None}, 'Links': {'s': '<a href=""https://www.pharmac.govt.nz/assets/ptac-ophthalmology-subcommittee-minutes-2016-02.pdf"" target=""_blank"">Ophthalmology Subcommittee minutes</a>', 'fs': '<a href=""https://www.pharmac.govt.nz/assets/ptac-ophthalmology-subcommittee-minutes-2016-02.pdf"" target=""_blank"">Ophthalmology Subcommittee minutes</a>', 'change': None}, 'Formatted_Date': {'s': 'Feb 2016', 'fs': 'Feb 2016', 'change': None}, 'Event_Description': {'s': 'Clinical advice received from Ophthalmology Subcommittee at meeting Wednesday 24 February 2016.', 'fs': 'Clinical advice received from Ophthalmology Subcommittee at meeting Wednesday 24 February 2016.', 'change': None}, 'e': {'attributes': {'type': 'Application_Event__c', 'url': '/services/data/v65.0/sobjects/Application_Event__c/a0P2P0000070wiKUAQ'}, 'Id': 'a0P2P0000070wiKUAQ', 'Event_Date__c': '2016-02-24', 'Event_Description__c': 'Clinical advice received from Ophthalmology Subcommittee at meeting Wednesday 24 February 2016.', 'Stage__c': 'Seeking Clinical Advice', 'Links__c': '<a href=""https://www.pharmac.govt.nz/assets/ptac-ophthalmology-subcommittee-minutes-2016-02.pdf"" target=""_blank"">Ophthalmology Subcommittee minutes</a>', 'Outcome__c': 'Medium', 'Summary__c': '<p>Recommended that ciclosporin 0.05% eye preparation be funded for the treatment of vernal keratoconjunctivitis (VKC) atopic keratoconjunctivitis (AKC) and the treatment of dry eye disease, secondary to secretive dysfunction, responsive to steroid treatment. Full recommended Special Authority given in minutes.</p>', 'Formatted_Date__c': 'Feb 2016', 'Status_History__c': 'a132P000000Ar5uQAC'}, 'change': None}, {'Summary': {'s': None, 'fs': None, 'change': None}, 'Published_Recommendation': {'s': None, 'fs': None, 'change': None}, 'Published_Discussion': {'s': None, 'fs': None, 'change': None}, 'Published_Application': {'s': None, 'fs': None, 'change': None}, 'PTAC_Comments': {'s': None, 'fs': None, 'change': None}, 'Outcome': {'s': 'Deferred', 'fs': 'Deferred', 'change': None}, 'Links': {'s': '<a href=""https://www.pharmac.govt.nz/assets/ptac-minutes-2016-05.pdf"" target=""_blank"">PTAC minutes</a>', 'fs': '<a href=""https://www.pharmac.govt.nz/assets/ptac-minutes-2016-05.pdf"" target=""_blank"">PTAC minutes</a>', 'change': None}, 'Formatted_Date': {'s': 'May 2016', 'fs': 'May 2016', 'change': None}, 'Event_Description': {'s': 'Clinical advice received from Pharmacology and Therapeutics Advisory Committee (PTAC) at meeting Thursday 5 May 2016.', 'fs': 'Clinical advice received from Pharmacology and Therapeutics Advisory Committee (PTAC) at meeting Thursday 5 May 2016.', 'change': None}, 'e': {'attributes': {'type': 'Application_Event__c', 'url': '/services/data/v65.0/sobjects/Application_Event__c/a0P2P0000070wiMUAQ'}, 'Id': 'a0P2P0000070wiMUAQ', 'Event_Date__c': '2016-05-05', 'Event_Description__c': 'Clinical advice received from Pharmacology and Therapeutics Advisory Committee (PTAC) at meeting Thursday 5 May 2016.', 'Stage__c': 'Seeking Clinical Advice', 'Links__c': '<a href=""https://www.pharmac.govt.nz/assets/ptac-minutes-2016-05.pdf"" target=""_blank"">PTAC minutes</a>', 'Outcome__c': 'Deferred', 'Formatted_Date__c': 'May 2016', 'Status_History__c': 'a132P000000Ar8IQAS'}, 'change': None}, {'Summary': {'s': '<p>The Committee recommended ciclosporin\xa0preparation at a strength higher than 0.05% be funded on the Pharmaceutical Schedule for the treatment of severe vernal or atopic keratoconjunctivitis sicca with a high priority with an amended Special Authority. The Committee also recommended ciclosporin 0.05% preparation be funded for the treatment of severe keratoconjunctivitis sicca with a low priority with an amended Special Authority.</p>', 'fs': '<p>The Committee recommended ciclosporin\xa0preparation at a strength higher than 0.05% be funded on the Pharmaceutical Schedule for the treatment of severe vernal or atopic keratoconjunctivitis sicca with a high priority with an amended Special Authority. The Committee also recommended ciclosporin 0.05% preparation be funded for the treatment of severe keratoconjunctivitis sicca with a low priority with an amended Special Authority.</p>', 'change': None}, 'Published_Recommendation': {'s': None, 'fs': None, 'change': None}, 'Published_Discussion': {'s': None, 'fs': None, 'change': None}, 'Published_Application': {'s': None, 'fs': None, 'change': None}, 'PTAC_Comments': {'s': None, 'fs': None, 'change': None}, 'Outcome': {'s': 'High', 'fs': 'High', 'change': None}, 'Links': {'s': '<a href=""https://www.pharmac.govt.nz/assets/ptac-minutes-2016-08.pdf"" target=""_blank"">PTAC minutes</a>', 'fs': '<a href=""https://www.pharmac.govt.nz/assets/ptac-minutes-2016-08.pdf"" target=""_blank"">PTAC minutes</a>', 'change': None}, 'Formatted_Date': {'s': 'Aug 2016', 'fs': 'Aug 2016', 'change': None}, 'Event_Description': {'s': 'Clinical advice received from Pharmacology and Therapeutics Advisory Committee (PTAC) at meeting Thursday 11 August 2016.', 'fs': 'Clinical advice received from Pharmacology and Therapeutics Advisory Committee (PTAC) at meeting Thursday 11 August 2016.', 'change': None}, 'e': {'attributes': {'type': 'Application_Event__c', 'url': '/services/data/v65.0/sobjects/Application_Event__c/a0P2P0000070wiNUAQ'}, 'Id': 'a0P2P0000070wiNUAQ', 'Event_Date__c': '2016-08-11', 'Event_Description__c': 'Clinical advice received from Pharmacology and Therapeutics Advisory Committee (PTAC) at meeting Thursday 11 August 2016.', 'Stage__c': 'Seeking Clinical Advice', 'Links__c': '<a href=""https://www.pharmac.govt.nz/assets/ptac-minutes-2016-08.pdf"" target=""_blank"">PTAC minutes</a>', 'Outcome__c': 'High', 'Summary__c': '<p>The Committee recommended ciclosporin\xa0preparation at a strength higher than 0.05% be funded on the Pharmaceutical Schedule for the treatment of severe vernal or atopic keratoconjunctivitis sicca with a high priority with an amended Special Authority. The Committee also recommended ciclosporin 0.05% preparation be funded for the treatment of severe keratoconjunctivitis sicca with a low priority with an amended Special Authority.</p>', 'Formatted_Date__c': 'Aug 2016', 'Status_History__c': 'a132P000000ArBHQA0'}, 'change': None}, {'Summary': {'s': None, 'fs': None, 'change': None}, 'Published_Recommendation': {'s': None, 'fs': None, 'change': None}, 'Published_Discussion': {'s': None, 'fs': None, 'change': None}, 'Published_Application': {'s': None, 'fs': None, 'change': None}, 'PTAC_Comments': {'s': None, 'fs': None, 'change': None}, 'Outcome': {'s': 'No Formal Recommendation', 'fs': 'No Formal Recommendation', 'change': None}, 'Links': {'s': '<a href=""https://www.pharmac.govt.nz/assets/ptac-ophthalmology-subcommittee-minutes-2017-09.pdf"" target=""_blank"">Ophthalmology Subcommittee minutes</a>', 'fs': '<a href=""https://www.pharmac.govt.nz/assets/ptac-ophthalmology-subcommittee-minutes-2017-09.pdf"" target=""_blank"">Ophthalmology Subcommittee minutes</a>', 'change': None}, 'Formatted_Date': {'s': 'Sep 2017', 'fs': 'Sep 2017', 'change': None}, 'Event_Description': {'s': 'Clinical advice received from Ophthalmology Subcommittee at meeting Wednesday 20 September 2017.', 'fs': 'Clinical advice received from Ophthalmology Subcommittee at meeting Wednesday 20 September 2017.', 'change': None}, 'e': {'attributes': {'type': 'Application_Event__c', 'url': '/services/data/v65.0/sobjects/Application_Event__c/a0P2P0000070wiQUAQ'}, 'Id': 'a0P2P0000070wiQUAQ', 'Event_Date__c': '2017-09-20', 'Event_Description__c': 'Clinical advice received from Ophthalmology Subcommittee at meeting Wednesday 20 September 2017.', 'Stage__c': 'Seeking Clinical Advice', 'Links__c': '<a href=""https://www.pharmac.govt.nz/assets/ptac-ophthalmology-subcommittee-minutes-2017-09.pdf"" target=""_blank"">Ophthalmology Subcommittee minutes</a>', 'Outcome__c': 'No Formal Recommendation', 'Formatted_Date__c': 'Sep 2017', 'Status_History__c': 'a132P000000ArL8QAK'}, 'change': None}]",May 2010,False,True
